"Label","ID","Detection quality","Spot N links","Spot frame","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot position","Spot position","Spot position","Spot radius","Spot track ID","Track N spots","CellDivision","CellDivision","Location","Location","Location"
"",""," "," "," ","Mean ch0","Mean ch1","Std ch0","Std ch1","X","Y","Z"," "," "," ","Yes","No","S1","S0","S2"
"","","","","","(Counts)","(Counts)","(Counts)","(Counts)","(µm)","(µm)","(µm)","(µm)","","","","","","",""
"82","82","","1","109","166.77054180853654","219.0596785161207","12.389360076139448","17.06463130134853","1574.122038558016","1126.7333494255133","261.13366693229864","5.131581182307065","35","110","0","1","1","0","0"
"83","83","","1","109","151.84390842850016","218.67398700462633","9.906263238176164","16.473631442027386","1583.918842133841","1147.4053000358285","183.42656111593266","5.644739300537773","21","110","0","1","1","0","0"
"84","84","","1","109","153.08499551288094","236.24255347546102","10.900514067819673","18.864971421927795","1580.839645139554","1155.443289564976","227.11311285935793","4.8927706810064535","36","110","0","1","1","0","0"
"85","85","","1","109","162.43590297023516","234.54506857033098","11.887568892592911","16.483354386994662","1595.5792744733576","1159.3157077549315","230.69153126745096","5.131581182307066","15","110","0","1","1","0","0"
"88","88","","1","109","161.33178849014186","223.25167973640035","11.636699412838738","16.292407038312337","1614.8190308046887","1168.8791470171827","216.4090623524087","4.8927706810064535","12","110","0","1","1","0","0"
"89","89","","1","109","273.57294982263136","213.35114021709964","27.168570196053192","15.037499533513705","1665.5375998027025","1077.2548819610627","203.33310571136604","4.665073802097333","10","110","0","1","1","0","0"
"90","90","","1","109","239.81390180922517","220.76979724033546","20.32822295720778","14.966718131989534","1655.5993767813702","1099.2376302761418","206.0450868635024","4.665073802097333","18","182","1","0","1","0","0"
"91","91","","1","109","197.6127223697943","200.7658872368184","14.363665421666214","15.530669312436318","1695.7914434557429","1061.9476809327261","212.37040654860118","4.447973346369503","7","109","0","1","1","0","0"
"92","92","","1","109","283.58817886928114","198.92606043922393","25.294389402224112","14.835652306344963","1681.0254699315979","1067.2755234276306","208.32346097546178","4.447973346369503","17","177","1","0","1","0","0"
"93","93","","1","109","272.62840723361245","212.43365556901188","21.787407340573825","16.73172582902623","1642.16181583592","1081.944019755155","185.71515114441152","4.665073802097333","9","110","0","1","1","0","0"
"94","94","","1","109","170.25384799727357","226.61596179157064","12.265453239036137","18.31282612605207","1636.9570697368822","1137.8823720173534","200.04657326593596","4.8927706810064535","39","205","1","0","1","0","0"
"95","95","","1","109","164.8797394322044","240.534569160678","11.842861807087017","17.211089745096093","1618.1665928118166","1137.1333593530871","159.4884494218442","4.665073802097332","37","110","0","1","1","0","0"
"96","96","","1","109","168.09710982705764","224.76645677293644","12.21585887877541","15.402506976143126","1606.3854813125151","1139.6695442859734","187.79846152677231","4.665073802097332","43","141","1","0","1","0","0"
"97","97","","1","109","188.49030696024957","226.49991876600015","15.187259739750026","19.43774976767337","1599.9367827723765","1112.898112240039","191.56741276506278","5.382047749107099","26","110","0","1","1","0","0"
"98","98","","1","109","188.08485379166322","208.4168222340011","14.188743506622517","16.57488033038731","1619.5090136612064","1113.1282971409119","198.2117542566341","4.892770681006453","33","211","1","0","1","0","0"
"99","99","","1","109","206.41438543717078","179.2729839170611","19.92514139579921","14.67564818862251","1664.3736677431657","1133.4239559410012","210.49030566746907","4.892770681006453","16","110","0","1","1","0","0"
"100","100","","1","109","184.84115513614773","198.53525449439508","14.690784952104776","14.598241727468784","1624.981346666413","1111.2284875102298","169.7321239024413","4.892770681006453","41","110","0","1","1","0","0"
"101","101","","1","109","243.23485509645207","208.69301746648486","22.031142100508426","15.287794187997553","1618.7492302434769","1091.2633372326882","175.8697350876463","4.892770681006453","6","148","1","0","1","0","0"
"102","102","","2","108","216.30626430671074","224.40216966071435","13.23730117477421","15.870194624449072","1617.2557230038426","1085.6131279956464","228.8807599310228","5.131581182307066","0","110","0","1","1","0","0"
"103","103","","2","107","227.44252755761886","226.41298146420766","15.047820410808448","17.26109613686258","1616.1718643026493","1084.0130658128514","228.66893480741354","5.131581182307066","0","110","0","1","1","0","0"
"104","104","","2","105","244.0612993843933","247.81982840690665","15.577255210544973","19.31840807984631","1616.9408091009952","1081.3132311334036","228.96072286234974","5.131581182307066","0","110","0","1","1","0","0"
"105","105","","2","106","238.19523240730092","237.37064126679877","16.453757905662552","17.83401730773005","1615.8593378500564","1081.464001438012","228.6848900557134","5.131581182307066","0","110","0","1","1","0","0"
"106","106","","2","104","258.08625812454886","238.91659767463372","18.646887175938936","17.240614799905902","1615.548330683989","1080.0291031915206","228.6601131420869","5.131581182307066","0","110","0","1","1","0","0"
"107","107","","2","103","265.8005741443517","236.30936508547947","18.064445020028604","16.129707861639975","1615.3933697032858","1079.7095705426848","228.6331774845857","5.131581182307066","0","110","0","1","1","0","0"
"108","108","","2","102","272.564090488937","245.835091036405","18.64120899975989","17.360851678933393","1614.929137883973","1079.228472365469","228.5349138712565","5.131581182307066","0","110","0","1","1","0","0"
"109","109","","2","101","292.3472462884268","241.9821222750564","21.385258341722146","17.5065364049","1612.4686914338558","1076.7626233930819","228.3481988847258","5.131581182307067","0","110","0","1","1","0","0"
"110","110","","2","100","293.9898332274198","245.5406848109138","19.785544494201027","18.289338442108313","1612.4686914338558","1076.7626233930819","228.3481988847258","5.131581182307067","0","110","0","1","1","0","0"
"111","111","","2","99","309.28549906121174","241.42747078199818","21.43967857698534","18.81074200720208","1614.5351165602578","1076.9296422549871","224.42883510995688","5.131581182307067","0","110","0","1","1","0","0"
"112","112","","2","98","323.50692695889546","251.86297485110117","21.89352261452473","18.32978881732299","1613.245479598096","1074.4632911605136","227.48401532748346","5.131581182307067","0","110","0","1","1","0","0"
"113","113","","2","97","331.5458540925217","246.72501316614333","22.012365479166878","18.912595485812364","1612.1640083471573","1074.614061465122","227.20818252084712","5.131581182307067","0","110","0","1","1","0","0"
"114","114","","2","96","349.75694578552515","253.01993298077463","23.991373930282514","21.20456027549139","1609.0785722079102","1073.072569630848","229.19117126403938","5.131581182307067","0","110","0","1","1","0","0"
"115","115","","2","95","349.49616509803127","254.89866124363425","23.27083008804839","20.85210930784959","1610.0329901905586","1073.648053656755","231.3302782816588","5.131581182307067","0","110","0","1","1","0","0"
"116","116","","2","94","370.54204810090926","250.7199240469535","26.946196226036946","20.717995233704748","1610.1228165645975","1073.928840642003","230.1892713808667","5.131581182307067","0","110","0","1","1","0","0"
"117","117","","2","93","381.61022347852867","241.67441023128876","24.573297137998477","17.126254479237428","1612.0662237416861","1075.0682513280058","227.9423493000198","5.131581182307067","0","110","0","1","1","0","0"
"118","118","","2","92","372.64850008605083","238.52439447004102","25.000565352540292","17.488296988447342","1614.0277394881336","1074.6504061407077","228.44796808161792","5.131581182307067","0","110","0","1","1","0","0"
"119","119","","2","91","399.8626313701351","239.43126868915422","27.47085037393785","19.619567942082693","1613.9864261907735","1074.390728355864","224.26169709860224","5.131581182307067","0","110","0","1","1","0","0"
"120","120","","2","90","401.69441586632803","227.39219811600861","27.973411328434135","14.192240547493475","1613.7441289627063","1074.2677743842667","225.05311352298446","5.131581182307067","0","110","0","1","1","0","0"
"121","121","","2","89","417.1287324378064","237.2015808549562","27.690194519755572","14.974405656384324","1615.397748301813","1077.0717771055058","221.86991397707197","5.131581182307067","0","110","0","1","1","0","0"
"122","122","","2","88","425.84630346406027","239.82526696023896","28.6596149221515","17.505353795681177","1615.6811967005901","1078.5173569964713","221.88220898514425","5.131581182307067","0","110","0","1","1","0","0"
"123","123","","2","87","422.54071997802384","239.29646490909596","27.251725013430548","18.314223445549292","1615.6811967005901","1078.5173569964713","221.88220898514425","5.131581182307067","0","110","0","1","1","0","0"
"124","124","","2","86","420.60245337437806","238.45701047878524","24.09929338720114","17.078420157975817","1615.258976829531","1078.5143644427728","221.78460368405092","5.131581182307067","0","110","0","1","1","0","0"
"125","125","","2","85","413.56232286097594","250.50250993950857","24.351138352819888","18.096246010489704","1614.9769063700705","1078.079293950424","221.73536604111905","5.131581182307067","0","110","0","1","1","0","0"
"126","126","","2","84","417.09292479750053","260.77934108342885","25.281157308574592","19.719287906569356","1615.1152841454048","1076.3479896421236","221.83123137267143","5.131581182307067","0","110","0","1","1","0","0"
"127","127","","2","83","409.5208943473721","263.9416649632725","26.3957945302484","19.924277574371047","1614.5487276701635","1076.2882197234283","219.6765310940625","5.131581182307067","0","110","0","1","1","0","0"
"128","128","","2","82","410.7731051997202","257.1670953223499","23.917167640533627","19.59303032105434","1614.407003470775","1075.5654297779454","219.67038359002638","5.131581182307067","0","110","0","1","1","0","0"
"129","129","","2","81","419.6211798723273","273.1346861063713","24.02855325157536","24.485773834580957","1614.6884833848144","1075.5674248137443","219.73545379075523","5.131581182307067","0","110","0","1","1","0","0"
"130","130","","2","80","427.43690279729543","260.01042254544245","24.999427871007768","19.092653930505435","1615.8290826874277","1075.0082082939523","218.86983805282435","5.131581182307067","0","110","0","1","1","0","0"
"131","131","","2","79","441.4552986265124","253.93374120543993","28.64326731262487","20.429059160677056","1618.1230953210022","1073.8766520803817","219.6890779067432","5.131581182307067","0","110","0","1","1","0","0"
"132","132","","2","78","441.2322593485876","255.3487867815662","27.24597605872385","19.05838471225228","1620.9378944613954","1073.8966024383715","220.33977991403188","5.131581182307067","0","110","0","1","1","0","0"
"133","133","","2","77","443.74764900513475","253.19390509300695","30.682142050059635","20.86315665867524","1621.6429721858103","1074.9120994264854","220.46551278099443","5.131581182307067","0","110","0","1","1","0","0"
"134","134","","2","76","425.77397884637645","244.3079631108975","27.783259465169316","18.08530355660733","1620.0905019921709","1071.7252400482248","220.2237321008302","5.131581182307067","0","110","0","1","1","0","0"
"135","135","","2","75","449.33973673936566","254.99990345097947","27.914223475963958","19.511291451277135","1620.0903051436972","1071.580881562708","220.22900962009587","5.131581182307067","0","110","0","1","1","0","0"
"136","136","","2","74","450.54669634832237","263.5293094471505","28.920904468913996","19.718199008923794","1619.4095770025747","1069.5047018875564","223.57425645592832","5.131581182307067","0","110","0","1","1","0","0"
"137","137","","2","73","462.5012515782023","261.33794346419154","30.87096574333325","18.47218811712763","1619.9713557398106","1068.6425410460545","223.73606197298005","5.131581182307067","0","110","0","1","1","0","0"
"138","138","","2","72","482.6476573202014","272.50709375912436","31.634698423036756","19.954882140862065","1622.2224076582302","1068.0810673903795","224.27773365587365","5.131581182307067","0","110","0","1","1","0","0"
"139","139","","2","71","492.1134479837996","271.07618540592273","35.92999380892793","22.95313571407239","1622.2224076582302","1068.0810673903795","224.27773365587365","5.131581182307067","0","110","0","1","1","0","0"
"140","140","","2","70","500.55061588712","273.7648635374143","40.04222840189006","23.566017900430104","1622.2224076582302","1068.0810673903795","224.27773365587365","5.131581182307067","0","110","0","1","1","0","0"
"141","141","","2","69","535.5229940416577","271.9573129093869","33.30544018868976","19.03444811889286","1623.2064062665252","1067.221899102576","224.53714447401867","5.131581182307067","0","110","0","1","1","0","0"
"142","142","","2","68","484.37524745403834","274.9954154201001","31.471437464303435","22.3650214863673","1619.5435844357714","1065.3689851076385","225.67437412195704","5.131581182307067","0","110","0","1","1","0","0"
"143","143","","2","67","498.45026166415556","276.29659562580764","28.875215170535736","21.256074034191553","1617.85234276985","1063.624713066645","225.34728314877177","5.131581182307067","0","110","0","1","1","0","0"
"144","144","","2","66","508.07711252191314","278.83436547950635","29.29143988692369","22.05857062394496","1617.570666007337","1063.4783595453293","225.28749046730857","5.131581182307067","0","110","0","1","1","0","0"
"145","145","","2","65","490.5920830442136","279.59091126703754","30.88046718151138","23.09384042484524","1612.99390131549","1063.11237690818","227.32967530773217","5.131581182307067","0","110","0","1","1","0","0"
"146","146","","2","64","483.59564571051914","283.7821035877137","30.995705132191013","22.51626757975548","1610.6439194930497","1062.5121217564808","226.84864793446175","5.131581182307067","0","110","0","1","1","0","0"
"147","147","","2","63","486.7804398995803","269.6795817681127","33.73993418380489","20.623050776953665","1608.5236857237323","1061.2528875549142","229.68259225149757","5.131581182307067","0","110","0","1","1","0","0"
"148","148","","2","62","461.92549072924015","272.0907425924039","31.411076438346257","21.412471661174774","1605.5533286013053","1061.008066128426","229.09917866509969","5.131581182307067","0","110","0","1","1","0","0"
"149","149","","2","61","459.9831405044898","284.9073069473794","31.491879349876715","22.465166717200674","1607.5400438174431","1061.1235776221558","229.48708408501514","5.131581182307067","0","110","0","1","1","0","0"
"150","150","","2","60","449.5260335771916","280.37488440031746","28.381489834961112","21.19435453984434","1607.5400438174431","1061.1235776221558","229.48708408501514","5.131581182307067","0","110","0","1","1","0","0"
"151","151","","2","59","439.15056477427567","281.0463753927155","32.80921167151788","20.28512556747212","1610.0101319343667","1061.7982386780168","230.29662997787375","5.131581182307067","0","110","0","1","1","0","0"
"152","152","","2","58","428.6733037650063","282.7826292092055","40.9097173135203","22.022526669417832","1609.6274339245047","1061.4566033918338","230.20661893756818","5.131581182307067","0","110","0","1","1","0","0"
"153","153","","2","57","450.1855768159242","277.0917112649061","34.63817927267694","21.511806652819327","1609.6229334770942","1060.4363719417938","230.15691280815346","5.131581182307067","0","110","0","1","1","0","0"
"154","154","","2","56","454.4529737603529","277.78140642755295","32.429755677657035","21.09439595501205","1608.5286332107764","1057.9619095178466","229.82784081867388","5.131581182307067","0","110","0","1","1","0","0"
